"District","Party","Percentage","validVotesPercentage","Votes","Council","District"
"Penso e Freixinho","PNR",0.52,0.55,1,"Sernancelhe","Viseu"
"Penso e Freixinho","PPM",0.52,0.55,1,"Sernancelhe","Viseu"
"Penso e Freixinho","IL",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","JPP",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","L",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","MPT",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","NC",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","PCTP/MRPP",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","PDR",0,0,0,"Sernancelhe","Viseu"
"Penso e Freixinho","PURP",0,0,0,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PPD/PSD",54.88,57.64,517,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PS",28.56,29.99,269,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","CDS-PP",4.56,4.79,43,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","B.E.",2.76,2.9,26,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PAN",1.38,1.45,13,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","A",0.96,1,9,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","R.I.R.",0.85,0.89,8,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PCP-PEV",0.53,0.56,5,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","L",0.21,0.22,2,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","CH",0.11,0.11,1,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","MPT",0.11,0.11,1,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PCTP/MRPP",0.11,0.11,1,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PPM",0.11,0.11,1,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PTP",0.11,0.11,1,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","IL",0,0,0,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","JPP",0,0,0,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","NC",0,0,0,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PDR",0,0,0,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PNR",0,0,0,"Sernancelhe","Viseu"
"Sernancelhe e Sarzeda","PURP",0,0,0,"Sernancelhe","Viseu"
"Adorigo","PS",40.34,42.86,48,"Tabuaço","Viseu"
"Adorigo","PPD/PSD",31.09,33.04,37,"Tabuaço","Viseu"
"Adorigo","CDS-PP",10.08,10.71,12,"Tabuaço","Viseu"
"Adorigo","B.E.",8.4,8.93,10,"Tabuaço","Viseu"
"Adorigo","PCP-PEV",1.68,1.79,2,"Tabuaço","Viseu"
"Adorigo","R.I.R.",1.68,1.79,2,"Tabuaço","Viseu"
"Adorigo","PAN",0.84,0.89,1,"Tabuaço","Viseu"
"Adorigo","A",0,0,0,"Tabuaço","Viseu"
"Adorigo","CH",0,0,0,"Tabuaço","Viseu"
"Adorigo","IL",0,0,0,"Tabuaço","Viseu"
"Adorigo","JPP",0,0,0,"Tabuaço","Viseu"
"Adorigo","L",0,0,0,"Tabuaço","Viseu"
"Adorigo","MPT",0,0,0,"Tabuaço","Viseu"
"Adorigo","NC",0,0,0,"Tabuaço","Viseu"
"Adorigo","PCTP/MRPP",0,0,0,"Tabuaço","Viseu"
"Adorigo","PDR",0,0,0,"Tabuaço","Viseu"
"Adorigo","PNR",0,0,0,"Tabuaço","Viseu"
"Adorigo","PPM",0,0,0,"Tabuaço","Viseu"
"Adorigo","PTP",0,0,0,"Tabuaço","Viseu"
"Adorigo","PURP",0,0,0,"Tabuaço","Viseu"
"Arcos","PS",52.44,53.75,43,"Estremoz","Évora"
"Arcos","PPD/PSD",30.49,31.25,25,"Estremoz","Évora"
"Arcos","B.E.",7.32,7.5,6,"Estremoz","Évora"
"Arcos","A",2.44,2.5,2,"Estremoz","Évora"
"Arcos","CDS-PP",1.22,1.25,1,"Estremoz","Évora"
"Arcos","CH",1.22,1.25,1,"Estremoz","Évora"
"Arcos","PDR",1.22,1.25,1,"Estremoz","Évora"
"Arcos","R.I.R.",1.22,1.25,1,"Estremoz","Évora"
"Arcos","IL",0,0,0,"Estremoz","Évora"
"Arcos","JPP",0,0,0,"Estremoz","Évora"
"Arcos","L",0,0,0,"Estremoz","Évora"
"Arcos","MPT",0,0,0,"Estremoz","Évora"
"Arcos","NC",0,0,0,"Estremoz","Évora"
